tconst,primaryTitle,averageRating,directors,genres,actor,languages
tt0046576,The Adventures of Rin Tin Tin,7.0,"nm0382227,nm0005747,nm0568228,nm0064415,nm0484645,nm0908164,nm0068691,nm0332330,nm0314899,nm0287836","Family,Western",Rudi Dana,"ru, ja"
tt0046578,Annie Oakley,7.2,"nm0002179,nm0567757,nm0623401,nm0496505,nm0908164,nm0075318,nm0257638,nm0068691,nm0289297",Western,Mary Ellen Clemons,ja
tt0046583,The Brighter Day,7.0,"nm0797900,nm0629818,nm0463090",Drama,Bill Smith,en
tt0046584,Caesar's Hour,8.1,"nm0427775,nm0120437,nm0831868",Comedy,Glenn Turner,en
tt0046585,Captain Midnight,7.8,"nm0496505,nm0794793,nm0908164",Sci-Fi,Kazuo Togo,"fr, en"
tt0046587,Climax!,6.6,"nm0474539,nm0718467,nm0001239,nm0629999,nm0806915,nm0625680,nm0828720,nm0112939,nm0575546,nm0842867,nm0002137,nm0233071,nm0832254,nm0842582,nm0056582,nm0076971,nm0320637,nm0526946",Drama,"Harriett Brest, Jean Chandler, Carol Wells","en, ru"
tt0046592,December Bride,8.0,"nm0038906,nm0861679,nm0208111",Comedy,"Dick Baron, Martha Crawford",en
tt0046593,The Magical World of Disney,8.4,"nm0527217,nm0865709,nm0829038,nm0624809,nm0360286,nm0568546,nm0455741,nm0019282,nm0629363,nm0445650,nm0064415,nm0149548,nm0314671,nm0414144,nm0453832,nm0718627,nm0382548,nm0125111,nm0287988,nm0487047,nm0287931,nm0869427,nm0183307,nm0958677,nm0625379,nm0666777,nm0183857,nm0498711,nm0696662,nm0791027,nm0568535,nm0002175,nm0641400,nm0433143,nm0674085,nm0572132,nm0004877,nm0730860,nm0569710,nm0164203,nm0528032,nm0765121,nm0064407,nm0562251,nm0770474,nm0789313,nm0528927,nm0454790,nm0638528,nm0059106,nm0003422,nm0232902,nm0842093,nm0295550,nm0370749,nm0472537,nm0664515,nm0206560,nm0339264,nm0282984,nm0324013,nm0005738,nm0294094,nm0936823,nm0772422,nm0166551,nm0202297,nm0265535,nm0872274,nm0842582,nm0354793,nm0002137,nm0899957,nm0132763,nm0856715,nm0730265,nm0128434,nm0159007,nm0902270,nm0365346,nm0790281,nm0607612,nm0446834,nm1282261,nm0167195,nm0717470,nm0082676,nm0376033,nm0418986,nm0779641,nm0813583,nm0066439,nm0326360,nm0266144,nm0054374,nm0776838,nm0949597,nm0853859,nm0587804,nm0035899,nm0179994,nm0792450,nm0575008,nm7820716,nm0589253,nm0928782,nm0879210,nm0942687,nm0548529,nm1001982,nm0870533,nm0259589,nm0279379,nm0817636,nm0072178,nm0636495,nm0661577,nm0002155,nm0396421,nm0607558,nm0560329,nm0581303,nm0522028,nm0841416,nm0001904,nm0036206,nm0082300,nm0000977,nm0178114,nm0000127,nm0191592,nm0198991,nm0265564,nm0308376,nm1914472,nm0589023,nm0743093,nm0767572,nm0004621,nm0788454,nm0827854,nm0934578,nm0039300,nm0318795,nm0396812,nm0425540,nm0650561,nm0892144,nm0031246,nm0085457,nm0106015,nm8820958,nm0001175,nm0376101,nm0776317,nm0016386,nm0000739,nm0307209,nm0546791,nm0703867,nm0907822,nm0123273,nm0156047,nm0365192,nm0000484,nm0004305,nm0423236","Adventure,Drama,Family","Glenn L. Anderson, David Ashwell, Michael Bartholomew, Cher Bennett, Hollis Black, Roy M. Brewer Sr., Eugene Brindel, Douglas Bundock, Clifton E. Carver, Herb J. Chambers, Jade Chinn, Jerry Clark Cleary, Winifred Davenport, Allan Dietrich, Cheryl Denise Edwards, Gordon Fair, Anne C. Larson, Vicki Gabrielli, Margaret Gerrity, Charles A. Goodrum, Joy Hale, Sean Hall, Mary Healy, Robert Henri, Ben Hiller, Craig Holyoak, Charles Hornaday, Benjamin Hornbuckle, Marcus James, Frank Keith, Wolf Lauter, Gen LeRoy, Stephen Levy, Thomas Ligget, Wilson Lo, Jim Maddux, Thomas Lew Mann, Andrew Nadell, Priscilla Overton, Bill Pace, John Greg Pain, Tim Pelligrino, Charlie Sam Jr., Slim Sanford, Heinz Schreiter, Sharon Shroyer, Andrew Skelley, Jasmin Tam, Tami Turner, Diana Ung, Ralph Valencia, Connie-Lynne Villani, Harry E. Webb, Ray Whitetree, Allen Woodrow, Dennis Yanglin, Brenton Yorgason, Gary Young, Barry McDowell","en, ru, fr, ja"
tt0046600,Father Knows Best,7.4,"nm0751514,nm0624809,nm0856715","Comedy,Family",Janelle Richards,"ja, en, tr, ru, fr"
tt0046617,Lassie,6.5,"nm0064415,nm0387002,nm0607612,nm0595229,nm0782947,nm0285831,nm0257638,nm0765121,nm0012409,nm0626872,nm0064407,nm0313884,nm0758508,nm0002179,nm0164044,nm0638528,nm0068691,nm0774205,nm0502766,nm0817081,nm0831868,nm0618834,nm0075562,nm0629999,nm1480634,nm0139878,nm0086251,nm0236980,nm0942019,nm0329574,nm0614634,nm0776838,nm0819806,nm1597596,nm0911926,nm0054374,nm0024120,nm0293480,nm0385227,nm0936823,nm0370749,nm0201328,nm0422425,nm1096414,nm0487047,nm0567170,nm0335748","Adventure,Drama,Family",Steven Michaels,"ru, en, fr, bg, ja"
tt0046637,Producers' Showcase,7.2,"nm0427775,nm0115185,nm0542720,nm0232401,nm0781751,nm0359589,nm0671957,nm0695937,nm3734660,nm0002072,nm0758891,nm0773693,nm0773780,nm0052300,nm0550092,nm0943758,nm0239291,nm1079260,nm0514822,nm0001486,nm0769874","Comedy,Drama,Family","Carl Erbele, Joan Larkin","ja, en"
tt0046639,"Rocky Jones, Space Ranger",5.6,nm0607612,"Family,Sci-Fi",Patsy Iannone,en
tt0046641,The Secret Storm,5.1,"nm0768939,nm0600353,nm0629818,nm1815039,nm7961951,nm0616932,nm0656440","Drama,Romance","Polly Childs, Diane Dell, Terry Falls, Hash Howard, James Leaffe, Mary McGregor, Lisa Safran, Rachel Taylor, Jamie Grover","fr, en"
tt0046652,The Tonight Show,7.9,"nm0376033,nm0361875,nm0790395","Comedy,Music,Talk-Show",Bon Bon,"en, hi"
tt0046658,Victory at Sea,8.6,nm0011166,"Action,Documentary,War",Hans Langsdorff,"ru, ja"
tt0046659,The Vise,7.3,"nm0504513,nm0780695,nm0225704,nm0601476,nm0337103,nm0200764,nm0890086,nm0213227,nm13733126,nm0531674,nm0606522","Crime,Drama,Thriller","Mary Baker, Ken Sharp",fr
tt0046675,Wuthering Heights,6.7,nm0000320,"Drama,Romance",Abelardo L. Rodríguez,"bg, fr, ru, en"
tt0046677,Accadde al commissariato,5.9,nm0800547,Comedy,"Bruna Berni, Silvan Ketty, Teresa Werlen",en
tt0046678,Acque amare,6.0,nm0179281,Drama,"Dario Bartolini, Silvia Lilli, Bernardo Masullo, Tito Tomassini",en
tt0046682,Adventure in Odessa,6.5,nm0955901,"Comedy,Drama","Misha Mokrinsky, Natasha Morel, Anatoli Shimanyuk",ru
tt0046683,The Adventures of Hajji Baba,5.9,nm0918659,"Action,Adventure,Romance",James Justinian Morier,"ca, qbn, tr, fr, en, ja"
tt0046695,Ali Baba and the Forty Thieves,6.0,nm0065442,"Comedy,Fantasy,Romance",Mohamed Gabsi,"qbn, fr, ru, ja, bg"
tt0046714,Angels One Five,6.4,nm0641007,"Drama,War","Karen Grayson, Richard Levin","ru, en"
tt0046720,Appassionatamente,5.4,nm0313124,"Drama,Romance",Dino Rulli,"tr, fr"
tt0046730,Problem Child,6.1,nm0525544,Drama,Tamara Kirsanova,ru
tt0046731,Attila,5.5,nm0290371,"Biography,Drama,History",Mirella Di Lauri,"fr, ja, en, tr, ru, bg, qbn"
tt0046735,Jailbirds,5.8,nm0182913,"Crime,Drama",Mario M. Averini,"qbn, en, fr"
tt0046754,The Barefoot Contessa,6.9,nm0000581,"Crime,Drama,Mystery",Fontana,"fr, bg, tr, qbn, ja, ru, en, sr, ca"
tt0046757,Beachhead,5.7,nm0374702,"Drama,War","Dan Aoki, Steamboat Mokuahi","tr, qbn, fr, ru, ja, en"
tt0046766,The Belles of St. Trinian's,6.7,nm0490950,"Comedy,Family,Romance","Heather Bradley, Jill Braidwood, Jean Langston","en, fr, ru, fa"
tt0046767,Bengal Brigade,5.6,nm0070670,"Adventure,History,War","Marta Almeida, Hall Hunter","bg, en, qbn, fr, ja, tr"
tt0046774,The Big Chase,5.2,"nm0385227,nm0513603","Crime,Drama",Tommy Walker,en
tt0046775,Portrait of an Unknown Woman,7.0,nm0477702,"Comedy,Drama,Romance",Maggie Hentze,"qbn, fr"
tt0046799,Boot Polish,7.9,nm0037022,"Comedy,Drama,Family",Madhu Bala Jhaveri,"ru, bg, en, tr, hi"
tt0046801,The Bounty Hunter,6.6,nm0211964,Western,Mary Lou Holloway,"qbn, tr, ru, ja, fr"
tt0046806,The Bridges at Toko-Ri,6.7,nm0733476,"Drama,Romance,War","Marshall U. Beebe, James Jenkins","tr, ja, bg, fr, ru, en"
tt0046807,Brigadoon,6.7,nm0591486,"Fantasy,Musical,Romance",John Gustafson,"bg, en, fr, ru, ja, tr, fa"
tt0046808,Broken Lance,6.9,nm0229424,"Adventure,Drama,Western",Robert Grandin,"bg, ja, en, fr, ru, tr, qbn, sr"
tt0046816,The Caine Mutiny,7.7,nm0229424,"Drama,War","James C. Shaw, John Tomeck","fr, ca, sv, qbn, tr, bg, he, sr, hr, en, ru, cmn, ja"
tt0046828,Carmen Jones,6.8,nm0695937,"Drama,Musical,Romance","Joseph E. Crawford, LeVern Hutcherson, Margaret Lancaster, Bernice Peterson, Rubin Wilson","fa, fr, bg, ru, tr, en"
tt0046831,Neapolitan Carousel,6.1,nm0316282,"Comedy,Musical",Roli Esposita,"ja, qbn, fr"
tt0046833,House of Ricordi,6.2,nm0303120,"Biography,Drama,Music","Aldo Ferraguti, Marinella Meli, Andrea Mongelli, Paola Rolando","qbn, fr"
tt0046834,Casanova's Big Night,6.7,nm0572851,"Adventure,Comedy","Trippe Elan, Rexene Stevens","en, ja, fr, ru, tr, qbn"
tt0046837,Casta diva,6.6,nm0303120,"Biography,Drama,Music","Danilo Belardinelli, L. Filippo",fa
tt0046868,The Contessa's Secret,5.9,nm0173625,"Drama,History,Romance","Guy Cosson, Leonardo Magagnini","qbn, fr"
tt0046874,The Country Girl,7.2,nm0780833,"Drama,Music",John W. Reynolds,"sr, ja, fr, tr, en, bg, ru, qbn"
tt0046878,Crime Wave,7.3,nm0211964,"Crime,Drama,Film-Noir","Mack Chandler, Tom Clarke","tr, fr, qbn, ru, sr, en"
tt0046879,An Impossible Crime,6.2,nm0273202,Crime,Juan Chacot,en
tt0046881,Chronicle of Poor Lovers,7.3,nm0515491,Drama,"Fosco Cecchi, Adolfo Consolini, Graziella De Roc, Garibaldo Lucii, Tina Veltroni","sr, qbn, ru, fr"
tt0046891,Dangerous Mission,5.7,nm0003422,"Action,Crime,Film-Noir",Robert Carraker,"en, ja, qbn, tr, fr, ru"
tt0046896,Deep in My Heart,6.3,nm0002045,"Biography,Comedy,Musical",Tailor Boswell,"ru, fr, ja, en, tr, qbn"
tt0046899,Demetrius and the Gladiators,6.6,nm0202681,"Action,Drama,History",Jim Winkler,"ru, fr, ja, bg, qbn, en, sr, tr"
tt0046903,Désirée,6.3,nm0467396,"Biography,Drama,History","Florence Dublin, Judy Lester, Siw Paulsson","en, ja, ru, bg, tr"
tt0046907,Devil Girl from Mars,4.9,nm0531674,"Horror,Sci-Fi","Ronald Cobb, John C. Mather, Brough Taylor","ru, fr, en"
tt0046911,Diabolique,8.1,nm0167241,"Crime,Drama,Horror",Aminda Montserrat,"ja, fr, sl, ca, qbn, en, sr, bg, ru, tr, hr, fa, cmn"
tt0046912,Dial M for Murder,8.2,nm0000033,"Crime,Thriller",George Alderson,"en, ja, fr, qbn, ru, tr, ca, sv, hr, hi, he, cmn, bg, fa, sr"
tt0046914,Cabaret,6.1,nm0286924,Drama,Emil Schoepf,"fr, qbn"
tt0046915,The Divided Heart,6.9,nm0187769,Drama,"Dora Lavrencic, Maria Leontovitsch, Krystyna Rumistrzewicz","qbn, tr, en, fr"
tt0046936,Drum Beat,6.3,nm0202681,"Adventure,Drama,Western",Warren Yaple,"en, qbn, ru, fr, tr, bg"
tt0046942,Duel in the Jungle,5.8,nm0550892,Adventure,"Michael Mataka, G.R. Mitchell","fr, qbn, bg, tr, ja, en"
tt0046948,Educating Papa,6.0,nm0812937,Comedy,César de la Torre,en
tt0046949,The Egyptian,6.5,nm0002031,Drama,"Elizabeth Riefstahl, Harry Thompson","sv, fa, fr, tr, en, ja, qbn, bg, ru"
tt0046951,Elephant Walk,6.3,nm0226189,"Adventure,Drama",My Lee Haulani,"ru, bg, en, qbn, fr, tr, ja"
tt0046954,Emil und die Detektive,6.6,nm0826452,"Adventure,Family","Wolf-Eberhard Grasshoff, Claudia Schäfer","ja, fr, qbn"
tt0046961,School for Tramps,8.1,nm0327950,"Comedy,Drama",Trío Aguileño,"ru, en"
tt0046962,The Eternal Waltz,5.7,nm0894204,"Biography,Drama",Ruth Charlotte Silbermann,"ja, fr, qbn, tr"
tt0046972,Felices Pascuas,5.7,nm0054219,Comedy,Rafael Montes,en
tt0046974,Mata Hari's Daughter,4.8,"nm0303120,nm0581651",Adventure,"Alessandro Casagrande, Piccini Vitali","fr, qbn"
tt0046977,Fire Maidens of Outer Space,2.5,nm0744810,Sci-Fi,"Norma Arnould, Corinne Gray, Barbara Pinney","ja, en, fr, ru"
tt0046986,Flying Classroom,7.1,nm0389219,"Comedy,Drama,Family",Michael von Welser,nl
tt0046991,Cocktails in the Kitchen,5.7,nm0496746,"Comedy,Romance",Pia Terri,"en, fr"
tt0046995,Francis Joins the WACS,6.3,nm0523893,"Comedy,Family,Fantasy","Lane Carlson, James Coffey, Patti McKay","en, fr, qbn"
tt0046998,French Cancan,7.3,nm0719756,"Comedy,Drama,Musical","Claude Arnay, Laurence Bataille, Jedlinska, Mario Juillard, Jean Mortier","fr, sk, bg, ru, fa, tr, ja, cs"
tt0047000,The French Line,5.1,nm0045800,"Comedy,Musical,Romance","Marina Cisternas, Barbara Dobbins, Ramona Magrill","ja, fr, ca, ru, tr"
tt0047003,Frou-Frou,5.6,nm0312866,Comedy,A.E. Carr,"ja, ru"
tt0047004,Frühlingslied,6.8,nm0016826,"Drama,Family",Elisabeth Lauber,fr
tt0047005,El fugitivo de Amberes,4.6,nm0407071,Crime,"Regina Lluch, Olga Lombart","qbn, fr"
tt0047012,Garden of Eden,4.8,nm0636494,Drama,"Norval E. Packwood, John Royal, Jane Starling","ja, fr, qbn"
tt0047021,Heroes of Shipka,7.4,nm0890574,"Drama,History,War","N. Genov, N. Tusuzova, Orest Yevlakov","fr, ru, bg, sv"
tt0047024,Days of Love,6.4,"nm0211459,nm0767890","Comedy,Drama,Romance","Franco Avallone, Saverio Crajola, Licia Fratta, Fernando Jacovolta, Angelina Longobardi, Carmelina Misuraca, Fortunato Moschetti, Cosimo Poerio, Giovanna Saccarini, Santina Tucci","en, ja, ru, bg, fr, qbn"
tt0047025,A Day in Court,6.5,nm0826642,"Comedy,Drama",Marco Gualtieri,"qbn, ru, fr, en"
tt0047026,Joan of Arc at the Stake,5.7,nm0744023,"Biography,Drama,History","Giovanni Acolati, Pietro de Palma, Pina Esca, Franco Francese, Gerardo Gaudioso, Saturno Meletti, Miriam Pierazzini, Marcella Pillo, Mario Prandelli, Augusto Romani, Silvio Santanelli, Anna Tarallo, Aldo Tenossi","bg, ja, en"
tt0047029,Romeo and Juliet,6.0,nm0144677,"Drama,Romance","Luciano Bodi, Carla Diaz, Giulio Garbinetto, Giovanni Gavagnin, Dagmar Josipovitch, Anna Maria Leone, Thomas Nicholls, Susan Shentall, Giovanni Testa, Ubaldo Zollo","ru, bg, nl, ja, tr, fr"
tt0047030,The Glenn Miller Story,7.3,nm0542649,"Biography,Drama,Music",Cicily Carter,"tr, fr, bg, qbn, en, ja, ru"
tt0047032,Go Man Go,6.4,nm0002146,"Drama,Sport","Julie Benedic, Jerry Hauer, Jean Shore, Ellsworth Wright, Mike Shore",qbn
tt0047033,Gog,5.4,nm0834744,"Drama,Horror,Romance","Al Bayer, Beverly Jocher, Tom Taggart","ru, en, fr, qbn"
tt0047037,The Golden Mistress,5.1,nm0080867,"Adventure,Horror","Napoleon Bernard, Pierre Blain, André Contant, Jacques Molant, André Narcisse, Shibley Talamas","tr, fr, qbn, en"
tt0047050,Green Fire,5.9,nm0554249,"Adventure,Drama",Juli Loffredo,"en, tr, bg, qbn, fr, ja, ru"
tt0047054,Die große Starparade,6.4,nm0552871,"Comedy,Music",Gerhard Kollat,"qbn, fr"
tt0047058,Gunfighters of the Northwest,7.1,"nm0071560,nm0332330","Action,Adventure,Western",Howard Burroughs,tr
tt0047062,We Stole a Tram,6.8,"nm0264762,nm0094801",Comedy,"Oreste Biavati, Fernanda Giordani","en, ru"
tt0047066,The Heart of the Matter,6.7,nm0641007,"Crime,Drama","Saidu Fofana, Stanley Lunin, Assany Kamara Wilson","fr, qbn, en"
tt0047072,Hell Below Zero,5.9,nm0733476,"Action,Adventure,Drama",Susan Rayne,"ja, en, ca, qbn, fr, tr"
tt0047074,Hell's Half Acre,6.3,nm0041678,"Action,Adventure,Crime",Clair Widenaar,"ja, qbn, fr, en"
tt0047076,Her Twelve Men,6.3,nm0502752,"Comedy,Drama","Louise Baker, Aurelio Celli","en, fr, qbn, tr"
tt0047085,High and Dry,6.9,nm0533241,Comedy,"Jack Macguire, Gilbert Stevenson, R.B. Wharrie","bg, ru, en"
tt0047089,Hilma's Name Day,7.3,nm0440869,Comedy,Kaija Paasi,"sv, en"
tt0047109,Ihre große Prüfung,9.2,nm0432031,Drama,Susanne Jany,fr
tt0047119,An Inspector Calls,7.5,nm0357891,"Crime,Drama,Mystery","Vi Endean, Winnie Wiblin","ja, ru, sr, fr"
tt0047120,The Scheming Women,6.1,nm0213940,"Crime,Drama,Thriller","Joseph Zielinski, Jacqueline Labussière","bg, fr, sr, en, qbn"
tt0047121,The Iron Glove,5.1,nm0145336,Adventure,Samuel J. Jacoby,"fr, qbn, en"
tt0047123,It Should Happen to You,7.2,nm0002030,"Comedy,Drama,Romance",Stephany Hampson,"tr, qbn, ja, ru, en, fr, fa"
tt0047124,Italia K2,7.5,nm0049737,Documentary,Dino Bertoletti,ja
tt0047125,My Seven Little Sins,6.2,nm0004454,Comedy,"Maria-Luisa Da Silva, Mimi Médard",qbn
tt0047127,Jail Bait,3.7,nm0000248,"Crime,Drama,Film-Noir","John Avery, Regina Claire, Vicki Cottle, Esko, Gene D. Evans, Harl Foltz, Vicki Nagel, La Vada Simmons","en, ca, hi, ru, fa, ja"
tt0047135,Johnny Dark,6.0,nm0792450,"Action,Drama,Romance","Rick Burgess, Don Mitchell","qbn, fr, ja, tr"
tt0047136,Johnny Guitar,7.6,nm0712947,"Drama,Western",Sheilk O'Brien,"fr, ru, sv, ja, tr, cmn, bg, en"
tt0047142,Karin Månsdotter,6.1,nm0803549,"Drama,History","Curt Pettersson, Marianne Öberg",ru
tt0047150,King Richard and the Crusaders,5.5,nm0124877,"Adventure,Family,History",Gavin Moore,"ja, qbn, ru, tr, fr, en"
tt0047151,The Little Town Will Go to Sleep,6.7,nm0477893,Comedy,Peter Rohrbach,"en, ru"
tt0047154,Der Komödiant von Wien,6.2,"nm0664141,nm0822862","Biography,Drama",Heinz Schulbaur,ru
tt0047163,The Law vs. Billy the Kid,5.1,nm0145336,Western,John T. Williams,"qbn, en, fr"
tt0047170,The Bed,5.6,"nm0213940,nm0216381,nm0290041,nm0352268",Comedy,Jacques Fano,"en, qbn, ru, ja, sr"
tt0047171,Letters from My Windmill,6.8,nm0656528,"Comedy,Drama",Joseph Riozet,qbn
tt0047172,The Last Bridge,7.4,nm0477702,"Drama,War","Pero Kostic, Steffie Schwarz","ru, bg, fr, en, qbn, ja, tr"
tt0047189,Long John Silver's Return to Treasure Island,5.7,nm0005738,"Action,Adventure,Drama","Jeffrey Bradley, Nicki Martino, Karl Raymond, Thora Smith, Valerie Windus","ja, qbn, fr, en, bg, ru, tr"
tt0047191,"The Long, Long Trailer",6.9,nm0591486,"Comedy,Romance","Judy Sackett, Clinton Twiss","fr, qbn, ru, en, bg"
tt0047197,Ma and Pa Kettle at Home,6.7,nm0006943,Comedy,Donna Cregan Moots,"qbn, fr"
tt0047199,Mad About Men,6.3,nm0859387,"Comedy,Fantasy",Penny Asserson,"fr, qbn"
tt0047206,Malvaloca,5.4,nm0868315,"Comedy,Drama,Musical","María Teresa Casas, Chupito, Ana Gil de Diego, Josefina Frounfía, Luis García Guerrero, Emilio Gómez García, Alfonso Jorge, Rafael Narbona, Maruja Sánchez Moreno, Antonio Tapia",en
tt0047207,Mambo,5.8,nm0744035,Drama,"Bruno Fabrizio, Cecilia Maris","ja, tr"
tt0047209,Man in the Attic,6.1,nm0293707,"Mystery,Thriller",Tita Phillips,"ja, en, ru, sr, tr, fr, qbn"
tt0047213,They Were So Young,5.6,nm0627087,"Adventure,Crime,Drama",Elizabeth Tanney,"en, qbn, tr"
tt0047216,The Miracle of Marcelino,7.1,nm0883334,"Comedy,Drama","Antonio Garau, Esteban Ibáñez, Agapito Marjaliza","en, fr, ru, qbn, ja"
tt0047217,Marianne of My Youth,6.9,nm0245213,"Drama,Fantasy,Romance","Claude Aragon, Peter von Mendelssohn","fr, ja, qbn, sr"
tt0047221,Marriage,5.7,nm0678374,Comedy,Graziella Borselli,en
tt0047230,Men of the Fighting Lady,6.2,nm0554249,"Drama,War",Harry A. Burns,"qbn, en, tr, ja, fr"
tt0047240,Miss Robin Crusoe,4.5,nm0294266,"Adventure,Comedy",Richard Yriondo,fr
tt0047243,Knave of Hearts,6.8,nm0167496,"Comedy,Drama,Romance",Julie Anslow,"fr, sr, ja, bg, en, ru, qbn"
tt0047244,Monster from the Ocean Floor,3.8,nm0649560,"Horror,Sci-Fi",Jack Schachter,"en, ru"
tt0047246,More studyonoye,7.1,nm0947272,"Drama,History","Konstantin Badigin, A. Kolotilovoi, B. Narovtyansky, S. Sinichky","sv, ru"
tt0047250,The Sheep Has Five Legs,6.7,nm0894577,Comedy,Alinda Kristanscu,"qbn, ru, en, sr, fr"
tt0047264,The Naked Jungle,6.7,nm0005738,"Adventure,Drama,Thriller",Carl Stephenson,"fa, en, ru, bg, fr, qbn, tr, sv, ja"
tt0047279,Night People,6.5,nm0425913,"Adventure,Crime,Mystery","Tom Boyd, Ruth García, T. Schaank","tr, qbn, bg, ru, sr, fr, ja, en"
tt0047281,Twenty-Four Eyes,8.0,nm0455839,Drama,"Hideki Gôko, Hiroko Ishii, Shisako Ishii, Ikuko Kanbara, Kaoko Kase, Kayoko Kase, Naoji Kinoshita, Yasuko Koike, Sadako Kusano, Setsuko Kusano, Mayumi Minami, Jun'ichi Miyagawa, Yoshiko Nagai, Toyoko Ozu, Tatsuo Shimizu, Toyoko Shinohara, Naoko Tanabe, Yumiko Tanabe, Takeaki Terashita, Takeo Terashita, Hiroko Uehara, Masako Uehara, Tsutomu Uemura, Hisayuki Ukita, Itsuo Watanabe, Toshiyuki Yashiro, Yutaka Yashiro","en, ja, cmn, ru"
tt0047287,Boyfriend in Sight,6.3,nm0305557,Comedy,"Ana María Caballero, María Teresa del Castillo, María Dolores de la Cámara, Jaime Ibrán, J.M. Lagos, Rafael Membiela, Antonio Truyols, Federico Urquidi","sr, en"
tt0047289,Summer's Clouds,6.2,nm0239069,"Comedy,Drama","Carlos Bone, Manuela Mercader, Marujita Torres",en
tt0047291,Obsession,6.5,nm0216381,"Crime,Drama",Renée Collard,"ja, fr, tr, qbn, sv"
tt0047292,"Oi, muistatkos...",4.7,nm0636147,Comedy,Mirjam Kumpulainen,sv
tt0047294,Olemme kaikki syyllisiä,5.8,nm0850466,"Crime,Drama","Onni Halla, Nikke Kuitunen, Pekka Sinisalo, Veikko Suomela",en
tt0047296,On the Waterfront,8.1,nm0001415,"Crime,Drama,Thriller",Malcolm Johnson,"fa, en, sl, ja, fr, cmn, sv, hi, ru, tr, hr, sr, bg, qbn, ca"
tt0047298,One Good Turn,6.5,nm0141351,Comedy,"Marjorie Fender, Keith Gilman, Ricky McCullough","fr, qbn, ru, sr, bg"
tt0047312,Orient Express,5.3,nm0103855,"Drama,Music,Romance",Ugo Filipponi,"qbn, tr, fr"
tt0047313,The Gold of Naples,7.3,nm0001120,"Comedy,Drama","Pierino Bilancioni, Ubaldo Maestri, Irene Montaldo, Tartaro Pasquale","hr, qbn, ru, ja, fr, bg, tr, sr, en"
tt0047322,The Outlaw's Daughter,6.0,nm0058191,Western,Danny Fisher,en
tt0047334,Passion,6.1,nm0245385,"Adventure,Western",Miguel Padilla,"fr, en, tr, ja"
tt0047335,La patrulla,5.3,nm0002815,"Drama,War","Joaquín Alba, Fernando Calvo, Joaquín Carreres, Miguel Eizaguirre, Álvaro Lacalle Leloup, Josefina Rivero, Pilar Roldán, Ricardo Ruiz, J. Socastro, Francisco Vegas, Fernando Vigas",ru
tt0047336,Fear,6.7,nm0744023,Drama,"Rolf Deininger, Albert Herz, Pietro Servedio","en, fr, ru, bg, ca, qbn, ja, cmn, tr"
tt0047349,Phffft,6.6,nm0733476,"Comedy,Romance",Walter Hastings,"ca, tr, ru, fr, en"
tt0047351,Five from Barska Street,6.3,nm0285497,Drama,Tomasz Midzio,"ru, fr, sr"
tt0047355,Playgirl,5.8,nm0678928,"Drama,Film-Noir",Patricia Raven,"en, qbn, fr"
tt0047357,Pod gwiazda frygijska,6.4,nm0442819,Drama,Józef Glinski,ru
tt0047358,April Fools' Day,5.8,nm0335093,Comedy,Maxime Roger,"en, fr, bg, qbn"
tt0047366,Princess of the Nile,6.2,nm0428195,"Adventure,Fantasy,Romance","Genice Grayson, Phyllis Winger","qbn, fr, tr, sr, en"
tt0047373,Adventure in Marienstadt,5.7,nm0118839,"Comedy,Musical,Romance",Wanda Bojarska,ru
tt0047376,The Purple Plain,6.5,nm0663577,"Action,Adventure,Drama","Mya Mya Spencer, Win Min Than","bg, en, fr, qbn, ru, tr, ja"
tt0047378,Putkinotko,6.2,nm0405509,"Comedy,Drama","Heikki Jalkanen, Maija Kekäläinen, Jorma Kutvonen, Pirjo Paatso, Hillevi Rautio, Raija Suomalainen, Reijo Suomalainen",sv
tt0047385,Race for Life,4.8,nm0279807,"Drama,Sport","John Cooper, Reg Parnell, Geoffrey Taylor",ja
tt0047395,Roots,7.6,nm0016136,Drama,"Teódalo González, María Elena Lazo, Miguel Ángel Negrón","fr, qbn, ru"
tt0047405,Return from the Sea,6.3,nm0782947,"Drama,Romance,War",Bill Gentry,en
tt0047408,Rhapsody,6.2,nm0896533,"Drama,Musical,Romance","Morris Brenner, Norma Nevens","fr, qbn, ru, ja, tr"
tt0047413,Riding Shotgun,6.4,nm0211964,Western,Evan Lowe,"en, ja, ru, tr, fr"
tt0047416,Ring of Fear,5.0,"nm0335455,nm0920074","Adventure,Mystery","Jane Beatty, Kathy Cline","ru, fr, ja, qbn"
tt0047422,River of No Return,6.6,"nm0695937,nm0624535","Action,Adventure,Drama",Dan Heather,"sv, cmn, en, bg, fr, fa, qbn, ru, tr, ja, sr"
